timestamp,flow_mgd,streamflow_cfs,rainfall_in,capacity_pct
2022-05-08,63333.428846484974,98000,0.69,52777.85737207081
2022-05-09,65929.13461439953,102000,0.01,54940.94551199961
2022-05-10,39542.53267992811,61200,0.01,32952.11056660676
2022-05-11,26762.546028735007,41400,0.38,22302.121690612505
2022-05-12,20227.49884046345,31300,0.43,16856.24903371954
2022-05-13,16222.185097711936,25100,0.11,13518.487581426612
2022-05-14,13444.05041459327,20800,0.04,11203.375345494393
2022-05-15,11574.030191794454,17900,0.17,9645.025159828712
2022-05-16,10854.50371266224,16800,0.32,9045.419760551866
2022-05-17,10728.90896543054,16600,0.02,8940.757471192117
2022-05-18,10270.432511173076,15900,0.06,8558.693759310898
2022-05-19,9491.692446585805,14700,0.09,7909.743705488171
2022-05-20,8923.03816272394,13800,0.07,7435.865135603283
2022-05-21,8143.370604340412,12600,0.02,6786.142170283676
2022-05-22,7702.484296540403,11900,0.02,6418.7369137836695
2022-05-23,9353.657065576332,14500,0.08,7794.71422131361
2022-05-24,7437.121998206458,11500,0.43,6197.601665172047
2022-05-25,6535.258955582948,10100,0.96,5446.049129652457
2022-05-26,5871.5387491888805,9080,0.03,4892.948957657401
2022-05-27,5696.934164930226,8820,0.16,4747.445137441855
2022-05-28,7307.859184066662,11300,0.03,6089.882653388885
2022-05-29,7307.948049557157,11300,1.29,6089.9567079642975
2022-05-30,8332.475637493839,12900,0.1,6943.729697911532
2022-05-31,8336.8032170874,12900,0.22,6947.3360142394995
2022-06-01,7236.56076594969,11200,0.01,6030.467304958075
2022-06-02,6597.016427096389,10200,3.16,5497.513689246991
2022-06-03,6268.06699599738,9680,0.16,5223.3891633311505
2022-06-04,5333.832116400177,8250,0.01,4444.860097000148
2022-06-05,4698.0208465141,7250,1.4,3915.017372095084
2022-06-06,4199.679773157556,6470,0.1,3499.7331442979635
2022-06-07,3808.5902284047684,5900,0.0,3173.825190337307
2022-06-08,3721.457300858114,5760,0.2,3101.214417381762
2022-06-09,4272.988350640489,6620,0.0,3560.823625533741
2022-06-10,3610.1557754016058,5580,0.0,3008.4631461680046
2022-06-11,3360.6215989823772,5220,0.08,2800.517999151981
2022-06-12,3729.8071512848824,5770,0.16,3108.172626070735
2022-06-13,3738.6367209129376,5780,0.78,3115.5306007607815
2022-06-14,3603.547818569668,5600,0.99,3002.9565154747233
2022-06-15,3359.006613857177,5210,0.07,2799.172178214314
2022-06-16,3212.416352092893,4980,0.01,2677.013626744077
2022-06-17,3346.164308744005,5170,1.39,2788.4702572866713
2022-06-18,3039.8246427768267,4730,0.41,2533.1872023140227
2022-06-19,2674.952362236158,4150,0.11,2229.1269685301318
2022-06-20,2410.020002348755,3720,0.07,2008.350001957296
2022-06-21,2216.259989250339,3410,0.09,1846.8833243752827
2022-06-22,2212.7354373663843,3410,0.38,1843.9461978053203
2022-06-23,3195.196612476906,4950,0.58,2662.663843730755
2022-06-24,3058.4516483797984,4720,0.13,2548.7097069831652
2022-06-25,4084.0193356685577,6310,0.24,3403.3494463904644
2022-06-26,3391.7315289752114,5250,0.08,2826.442940812676
2022-06-27,2934.7355954596396,4540,0.01,2445.6129962163664
2022-06-28,2987.4946390601276,4620,0.11,2489.57886588344
2022-06-29,3239.1024842334496,5020,0.0,2699.2520701945414
2022-06-30,2686.6263656966794,4150,0.26,2238.855304747233
2022-07-01,2542.5139056229887,3940,0.02,2118.761588019157
2022-07-02,2749.6038284705396,4250,0.09,2291.3365237254498
2022-07-03,3330.5767491992415,5160,0.45,2775.4806243327016
2022-07-04,2844.83832902673,4420,0.21,2370.6986075222753
2022-07-05,2309.569625434222,3560,0.02,1924.6413545285184
2022-07-06,2187.08011221145,3370,0.53,1822.5667601762084
2022-07-07,2183.901633023522,3370,0.32,1819.9180275196018
2022-07-08,2354.815641509352,3640,0.2,1962.34636792446
2022-07-09,5884.770945704981,9090,0.0,4903.975788087484
2022-07-10,2976.0047292960444,4620,0.67,2480.003941080037
2022-07-11,2567.0870577508913,3980,0.2,2139.2392147924097
2022-07-12,2465.404304337087,3830,0.39,2054.5035869475723
2022-07-13,2721.4385852560595,4200,0.05,2267.865487713383
2022-07-14,2633.066946266968,4060,0.06,2194.2224552224734
2022-07-15,2661.478511186094,4110,0.02,2217.898759321745
2022-07-16,2319.1698941712225,3570,0.32,1932.6415784760186
2022-07-17,2014.5198776836182,3110,0.34,1678.7665647363485
2022-07-18,1985.90789674099,3080,0.05,1654.9232472841584
2022-07-19,2731.6216759895124,4220,0.9,2276.351396657927
2022-07-20,2766.625048941375,4270,0.07,2305.5208741178126
2022-07-21,2368.532227382716,3670,0.0,1973.7768561522632
2022-07-22,2248.812226959468,3500,0.77,1874.0101891328898
2022-07-23,1982.435046776547,3080,0.54,1652.0292056471228
2022-07-24,1759.0392865281983,2720,0.01,1465.866072106832
2022-07-25,1795.4908475458947,2780,0.04,1496.2423729549123
2022-07-26,1864.2589142493116,2880,0.15,1553.5490952077596
2022-07-27,1695.536634536588,2620,0.01,1412.9471954471567
2022-07-28,1641.0015517057022,2520,0.16,1367.5012930880853
2022-07-29,1723.5548904597686,2650,0.19,1436.2957420498071
2022-07-30,1706.5792240216358,2620,0.08,1422.1493533513633
2022-07-31,1645.9949196160628,2540,0.17,1371.6624330133857
2022-08-01,1794.135000879549,2800,0.01,1495.1125007329574
2022-08-02,2219.562739354217,3450,0.22,1849.635616128514
2022-08-03,2006.614931185712,3130,0.22,1672.1791093214267
2022-08-04,1915.6533318852782,2960,0.09,1596.3777765710652
2022-08-05,2916.150598949568,4500,0.69,2430.12549912464
2022-08-06,2531.0086064896286,3910,0.04,2109.173838741357
2022-08-07,2210.5108916756813,3410,0.08,1842.0924097297345
2022-08-08,2084.154616488371,3230,0.08,1736.7955137403094
2022-08-09,2106.298874137605,3270,0.01,1755.2490617813373
2022-08-10,2447.7674188045457,3790,0.05,2039.8061823371215
2022-08-11,3427.250439555893,5300,0.01,2856.0420329632443
2022-08-12,3020.2878783050674,4680,0.1,2516.9065652542226
2022-08-13,3301.441303043305,5120,0.02,2751.201085869421
2022-08-14,2855.3551006067028,4430,0.02,2379.4625838389193
2022-08-15,2456.923417298103,3800,0.41,2047.4361810817522
2022-08-16,2125.189238749191,3270,0.03,1770.9910322909927
2022-08-17,1839.8172470666889,2840,0.42,1533.1810392222405
2022-08-18,1849.023316267102,2860,0.0,1540.8527635559183
2022-08-19,1848.9975292763904,2830,0.01,1540.831274396992
2022-08-20,1765.3317972748873,2720,0.19,1471.109831062406
2022-08-21,1659.826450687417,2570,0.07,1383.1887089061809
2022-08-22,1698.314084787776,2630,0.4,1415.2617373231467
2022-08-23,1710.5228564079862,2620,0.0,1425.4357136733217
2022-08-24,1848.0338895808804,2830,0.24,1540.0282413174004
2022-08-25,1722.1771148347748,2670,0.02,1435.1475956956456
2022-08-26,1708.8120465866234,2640,0.27,1424.0100388221863
2022-08-27,1580.1496820187704,2460,0.04,1316.7914016823086
2022-08-28,1368.451659728463,2120,0.05,1140.3763831070526
2022-08-29,1162.3973748415945,1820,0.02,968.6644790346621
2022-08-30,1158.6816130562609,1790,0.56,965.5680108802175
2022-08-31,1254.6879985960531,1940,0.97,1045.5733321633777
2022-09-01,1502.8962057140586,2320,0.71,1252.4135047617156
2022-09-02,1548.3455756705566,2390,0.35,1290.2879797254639
2022-09-03,1299.5615444961763,2010,0.08,1082.9679537468137
2022-09-04,1179.0878740707633,1820,0.13,982.5732283923028
2022-09-05,1135.5645015594537,1750,0.12,946.3037512995447
2022-09-06,2525.4968101380596,3900,0.09,2104.58067511505
2022-09-07,3307.6884605792648,5110,1.08,2756.4070504827205
2022-09-08,3702.9772087607553,5710,0.43,3085.8143406339627
2022-09-09,4808.325260142772,7430,0.68,4006.9377167856437
2022-09-10,4830.532184152881,7470,0.01,4025.443486794067
2022-09-11,4811.996381046683,7440,0.16,4009.9969842055693
2022-09-12,3736.501050209484,5800,0.41,3113.7508751745704
2022-09-13,4014.541477212318,6220,0.06,3345.451231010265
2022-09-14,3353.070726338895,5190,0.05,2794.2256052824123
2022-09-15,3222.639443099804,4990,1.2,2685.5328692498365
2022-09-16,2971.8413638009006,4590,0.05,2476.5344698340837
2022-09-17,2602.010234549291,4030,0.11,2168.341862124409
2022-09-18,2261.818803594593,3500,0.07,1884.8490029954942
2022-09-19,2003.4525795764844,3080,0.0,1669.5438163137371
2022-09-20,1788.2868616973506,2760,0.32,1490.2390514144588
2022-09-21,1604.6047151638636,2460,0.49,1337.1705959698863
2022-09-22,1479.551077443405,2290,0.05,1232.9592312028374
2022-09-23,1424.2730194919816,2200,0.03,1186.8941829099847
2022-09-24,1320.9037111463238,2050,0.24,1100.7530926219365
2022-09-25,1261.140566320926,1960,0.01,1050.9504719341048
2022-09-26,1197.1602053684144,1870,0.48,997.6335044736787
2022-09-27,1244.4458306137376,1910,0.0,1037.0381921781147
2022-09-28,1232.884772006066,1920,0.04,1027.4039766717217
2022-09-29,1281.6785094521945,1980,0.02,1068.0654245434955
2022-09-30,1304.1880426180294,2010,1.01,1086.8233688483579
2022-10-01,1610.3635146199617,2510,0.03,1341.9695955166349
2022-10-02,1831.8690020020576,2840,0.24,1526.5575016683813
2022-10-03,2357.095856704668,3640,0.03,1964.2465472538902
2022-10-04,3135.3596226021996,4850,0.31,2612.799685501833
2022-10-05,4004.880510092573,6200,0.01,3337.400425077144
2022-10-06,4580.414085270946,7080,0.05,3817.011737725788
2022-10-07,4106.755641183025,6350,0.26,3422.2963676525205
2022-10-08,3352.550687849005,5170,0.04,2793.7922398741707
2022-10-09,2730.453399605186,4230,0.15,2275.3778330043215
2022-10-10,2331.2098135108454,3620,0.08,1942.674844592371
2022-10-11,2067.2162181763642,3200,0.06,1722.6801818136369
2022-10-12,1856.7786379453396,2900,0.04,1547.3155316211164
2022-10-13,1852.092481065982,2870,0.0,1543.4104008883185
2022-10-14,1958.535901858278,3030,1.06,1632.1132515485651
2022-10-15,1791.7819694834782,2760,0.43,1493.1516412362319
2022-10-16,1679.6671744206071,2590,0.08,1399.722645350506
2022-10-17,1577.3601812061133,2440,0.47,1314.466817671761
2022-10-18,1544.238435950775,2390,0.24,1286.8653632923126
2022-10-19,1473.956576259059,2270,0.05,1228.297146882549
2022-10-20,1386.1365179902991,2140,0.04,1155.113764991916
2022-10-21,1344.5126257873071,2080,0.1,1120.4271881560892
2022-10-22,1293.5839483643078,2010,0.06,1077.9866236369232
2022-10-23,1280.277923845391,1980,0.02,1066.898269871159
2022-10-24,1269.054683780736,1950,0.47,1057.54556981728
2022-10-25,1258.3907401407257,1950,0.05,1048.6589501172714
2022-10-26,1278.9968564551257,2000,0.15,1065.8307137126048
2022-10-27,1269.3024173308283,1970,0.2,1057.752014442357
2022-10-28,1244.3176255578178,1930,0.08,1036.9313546315148
2022-10-29,1235.004263983445,1890,0.31,1029.1702199862043
2022-10-30,1199.7616252017483,1860,0.82,999.8013543347902
2022-10-31,1191.9737955048886,1850,0.26,993.3114962540739
2022-11-01,1238.651340766319,1910,0.06,1032.209450638599
2022-11-02,1269.436188068981,1980,0.05,1057.8634900574843
2022-11-03,1253.5465270314335,1940,0.5,1044.622105859528
2022-11-04,1270.7710503409542,1960,0.0,1058.9758752841285
2022-11-05,1247.831843536695,1940,0.1,1039.8598696139125
2022-11-06,1215.182149422541,1880,0.23,1012.6517911854509
2022-11-07,1236.3091406848607,1920,0.06,1030.257617237384
2022-11-08,1211.9186319732125,1860,0.15,1009.9321933110105
2022-11-09,1185.1319566172272,1820,0.17,987.6099638476893
2022-11-10,1169.2621889525528,1810,0.29,974.3851574604607
2022-11-11,1443.8533735829335,2220,0.24,1203.2111446524445
2022-11-12,1949.5037198863222,3030,0.63,1624.5864332386016
2022-11-13,2708.594179861514,4180,0.37,2257.161816551262
2022-11-14,8725.244882790166,13500,0.44,7271.037402325139
2022-11-15,9247.153089983933,14300,0.46,7705.960908319943
2022-11-16,8850.18008629696,13700,0.11,7375.150071914133
2022-11-17,7168.250735068766,11100,0.47,5973.542279223971
2022-11-18,7179.831367133986,11100,0.18,5983.192805944988
2022-11-19,7369.832295307221,11400,0.21,6141.526912756017
2022-11-20,6155.54506729761,9520,0.09,5129.620889414675
2022-11-21,4991.867226324851,7710,0.0,4159.889355270709
2022-11-22,4242.315148224133,6550,0.1,3535.2626235201105
2022-11-23,3713.2061980742956,5760,0.33,3094.3384983952465
2022-11-24,3249.106000590588,5020,0.13,2707.5883338254903
2022-11-25,3020.0307139593565,4680,0.04,2516.692261632797
2022-11-26,2786.0509295595525,4320,0.01,2321.709107966294
2022-11-27,2586.7920145259372,4020,0.13,2155.660012104948
2022-11-28,2508.2331270632662,3890,0.71,2090.1942725527215
2022-11-29,2400.491417123941,3720,0.03,2000.409514269951
2022-11-30,2449.764980292512,3770,0.23,2041.4708169104265
2022-12-01,2434.9793292213394,3780,0.16,2029.149441017783
2022-12-02,2361.4836340368065,3660,0.0,1967.9030283640052
2022-12-03,2473.89822656581,3820,0.02,2061.5818554715083
2022-12-04,2548.7459699573747,3930,0.7,2123.954974964479
2022-12-05,2419.579282292958,3760,0.1,2016.3160685774649
2022-12-06,2441.7995414246307,3790,0.02,2034.832951187192
2022-12-07,2511.643165595081,3870,0.2,2093.035971329234
2022-12-08,2442.614673319812,3800,0.01,2035.51222776651
2022-12-09,2409.407395960489,3740,0.32,2007.8394966337405
2022-12-10,2418.7105549909957,3760,0.14,2015.5921291591633
2022-12-11,2489.341531910473,3840,0.01,2074.451276592061
2022-12-12,2423.269909950165,3750,0.0,2019.3915916251378
2022-12-13,2384.9524289408673,3690,0.0,1987.4603574507225
2022-12-14,2342.0914580774906,3600,0.58,1951.742881731242
2022-12-15,3698.851052065113,5730,0.02,3082.3758767209274
2022-12-16,9683.473751160727,15000,0.1,8069.561459300606
2022-12-17,14277.813948016688,22100,0.0,11898.178290013906
2022-12-18,13564.662321514978,21000,0.16,11303.885267929149
2022-12-19,11048.035319690689,17100,0.04,9206.696099742241
2022-12-20,8591.534500233665,13300,0.21,7159.612083528054
2022-12-21,6921.141938730107,10700,0.15,5767.618282275089
2022-12-22,6533.878290274551,10100,0.12,5444.898575228793
2022-12-23,20749.31886670058,32100,0.78,17291.099055583818
2022-12-24,25982.09970086962,40200,0.3,21651.749750724684
2022-12-25,20823.325035452817,32200,0.45,17352.770862877347
2022-12-26,14088.626146763121,21800,0.08,11740.521788969269
2022-12-27,10668.455872100194,16500,0.05,8890.379893416828
2022-12-28,8841.222444820609,13700,0.81,7367.68537068384
2022-12-29,7683.921144392643,11900,0.1,6403.267620327203
2022-12-30,6926.131574643659,10700,0.04,5771.77631220305
2022-12-31,6312.379522185829,9760,0.59,5260.316268488191
2023-01-01,6284.590299204411,9710,0.05,5237.158582670342
2023-01-02,6465.023860939223,10000,0.05,5387.519884116019
2023-01-03,7293.324033447681,11300,0.01,6077.770027873068
2023-01-04,7703.743777594217,11900,0.03,6419.786481328513
2023-01-05,7493.268281873535,11600,0.36,6244.390234894612
2023-01-06,7429.592233132586,11500,0.03,6191.326860943822
2023-01-07,6775.399704638212,10500,0.01,5646.166420531844
2023-01-08,6108.893917529236,9460,0.75,5090.744931274364
2023-01-09,5540.443096352775,8570,0.01,4617.035913627312
2023-01-10,5069.357011875971,7860,0.34,4224.464176563309
2023-01-11,4725.573718868566,7300,0.43,3937.9780990571385
2023-01-12,4448.235655435916,6860,0.71,3706.8630461965968
2023-01-13,4547.896534305327,7030,0.06,3789.913778587773
2023-01-14,4364.668504019044,6750,0.96,3637.2237533492034
2023-01-15,4169.2648040877375,6460,0.21,3474.387336739781
2023-01-16,4071.1229053528778,6290,0.11,3392.6024211273984
2023-01-17,3879.1353426598753,6000,0.05,3232.612785549896
2023-01-18,3714.7123982465773,5770,0.0,3095.593665205481
2023-01-19,3638.165545211593,5630,0.55,3031.804621009661
2023-01-20,3679.524805899176,5700,0.75,3066.2706715826466
2023-01-21,3794.986323227221,5870,0.22,3162.488602689351
2023-01-22,4096.212122651065,6340,0.27,3413.510102209221
2023-01-23,4481.069051957858,6920,0.18,3734.224209964882
2023-01-24,5142.2320054847605,7950,0.11,4285.193337903967
2023-01-25,5952.66411696783,9220,0.04,4960.553430806524
2023-01-26,6332.107540173829,9800,0.21,5276.75628347819
2023-01-27,6450.122952169182,10000,0.07,5375.102460140985
2023-01-28,6273.679300825024,9720,0.02,5228.066084020853
2023-01-29,6208.363377537754,9610,0.8,5173.636147948128
2023-01-30,6097.840703400095,9420,0.02,5081.533919500079
2023-01-31,5855.037341131165,9050,0.43,4879.197784275971
2023-02-01,5692.209553681837,8790,0.18,4743.50796140153
2023-02-02,5405.530943457659,8380,0.05,4504.609119548049
2023-02-03,5188.334193594483,8020,0.31,4323.611827995402
2023-02-04,5015.075292923769,7760,0.03,4179.229410769808
2023-02-05,5024.267644795476,7760,0.13,4186.88970399623
2023-02-06,4759.827015839143,7360,0.41,3966.522513199286
2023-02-07,4299.297953113083,6670,0.32,3582.748294260902
2023-02-08,4187.610864216042,6470,0.43,3489.6757201800347
2023-02-09,3998.285502553214,6180,0.0,3331.9045854610117
2023-02-10,3857.200130481652,5970,0.06,3214.333442068043
2023-02-11,3689.037419477287,5710,0.2,3074.1978495644057
2023-02-12,3681.767079864547,5700,0.0,3068.139233220456
2023-02-13,4974.04340225002,7700,0.0,4145.036168541684
2023-02-14,4429.535843343676,6850,0.03,3691.279869453063
2023-02-15,4190.645776072823,6480,0.01,3492.204813394019
2023-02-16,5463.922464345466,8440,0.37,4553.268720287888
2023-02-17,7495.47730164183,11600,0.09,6246.231084701525
2023-02-18,8069.656689554667,12500,0.07,6724.713907962221
2023-02-19,8783.068525988654,13600,0.2,7319.223771657213
2023-02-20,10989.630864499775,17000,0.38,9158.025720416479
2023-02-21,10542.941114376405,16300,0.02,8785.784261980338
2023-02-22,8726.607716688084,13500,0.35,7272.173097240071
2023-02-23,7688.858024391287,11900,0.01,6407.381686992739
2023-02-24,6842.762389234864,10600,0.0,5702.301991029053
2023-02-25,6473.575445646917,10000,0.04,5394.646204705764
2023-02-26,6246.854162037785,9660,0.36,5205.711801698154
2023-02-27,5800.271648844553,8970,0.04,4833.559707370461
2023-02-28,5662.831326037398,8760,0.05,4719.026105031165
2023-03-01,6005.910380678607,9300,0.62,5004.925317232172
2023-03-02,11492.415194190828,17800,0.16,9577.012661825689
2023-03-03,12090.02722660401,18700,0.01,10075.022688836676
2023-03-04,13434.050783568926,20800,0.0,11195.042319640772
2023-03-05,23073.222696952216,35700,0.93,19227.685580793514
2023-03-06,20891.80819940004,32300,0.04,17409.8401661667
2023-03-07,16276.66045821187,25200,0.02,13563.883715176558
2023-03-08,13383.951327578943,20700,0.05,11153.292772982451
2023-03-09,11053.38411773059,17100,0.03,9211.153431442157
2023-03-10,9502.302661714204,14700,0.03,7918.585551428504
2023-03-11,8410.537702627884,13000,0.02,7008.78141885657
2023-03-12,7434.708092602549,11500,0.0,6195.590077168791
2023-03-13,7055.08534530834,10900,0.49,5879.23778775695
2023-03-14,6591.130360116254,10200,1.0,5492.608633430212
2023-03-15,6039.348879888106,9360,0.01,5032.790733240088
2023-03-16,5572.934466342284,8630,1.0,4644.112055285237
2023-03-17,5262.502420357075,8130,0.24,4385.418683630895
2023-03-18,4971.149194041548,7690,0.25,4142.624328367957
2023-03-19,4682.634188883819,7240,0.0,3902.1951574031823
2023-03-20,4446.724587371537,6870,0.0,3705.603822809614
2023-03-21,4240.122921160608,6560,0.11,3533.43576763384
2023-03-22,4134.60360432136,6400,0.03,3445.503003601133
2023-03-23,4029.3942253074893,6230,0.31,3357.828521089574
2023-03-24,4116.211223619565,6380,0.12,3430.176019682971
2023-03-25,4885.547427798619,7550,0.0,4071.289523165515
2023-03-26,6421.366499735582,9920,0.19,5351.138749779651
2023-03-27,11052.807214667968,17100,0.26,9210.672678889974
2023-03-28,11641.43365637423,18000,0.34,9701.194713645193
2023-03-29,9874.003097229986,15300,0.28,8228.335914358322
2023-03-30,8268.75323019332,12800,0.06,6890.627691827767
2023-03-31,7116.818815113846,11000,0.03,5930.682345928205
